rep,size,num_streams,block_size,section,dur
0,1024,64,128,stream-39,1.417600e-05
0,1024,64,128,stream-54,1.299200e-05
0,1024,64,256,total,1.367424e-03
0,1024,64,256,stream-62,1.353600e-05
0,1024,64,256,stream-60,1.372800e-05
0,1024,64,256,stream-21,1.427200e-05
0,1024,64,256,stream-18,1.385600e-05
0,1024,64,256,stream-25,1.283200e-05
0,1024,64,256,stream-53,1.228800e-05
0,1024,64,256,stream-56,1.385600e-05
0,1024,64,256,stream-13,1.433600e-05
0,1024,64,256,stream-0,1.638400e-05
0,1024,64,256,stream-20,1.344000e-05
0,1024,64,256,stream-17,1.401600e-05
0,1024,64,256,stream-46,1.433600e-05
0,1024,64,256,stream-3,1.433600e-05
0,1024,64,256,stream-4,1.664000e-05
0,1024,64,256,stream-2,1.392000e-05
0,1024,64,256,stream-24,1.324800e-05
0,1024,64,256,stream-27,1.257600e-05
0,1024,64,256,stream-38,1.433600e-05
0,1024,64,256,stream-55,1.398400e-05
0,1024,64,256,stream-28,1.276800e-05
0,1024,64,256,stream-11,1.273600e-05
0,1024,64,256,stream-57,1.331200e-05
0,1024,64,256,stream-9,1.232000e-05
