rep,size,num_streams,block_size,section,dur
0,1024,16,64,stream-3,6.112000e-06
0,1024,16,64,stream-4,7.712000e-06
0,1024,16,64,stream-9,6.272000e-06
0,1024,16,64,stream-5,6.144000e-06
0,1024,16,64,stream-7,6.176000e-06
0,1024,16,64,stream-6,6.144000e-06
0,1024,16,64,stream-15,6.144000e-06
0,1024,16,64,stream-8,6.560000e-06
0,1024,16,64,stream-10,7.584000e-06
0,1024,16,64,stream-11,6.176000e-06
0,1024,16,64,stream-12,6.144000e-06
0,1024,16,128,stream-14,6.144000e-06
0,1024,16,128,total,6.389760e-04
0,1024,16,128,stream-13,5.952000e-06
0,1024,16,128,stream-0,6.656000e-06
0,1024,16,128,stream-1,6.144000e-06
0,1024,16,128,stream-2,6.144000e-06
0,1024,16,128,stream-3,6.144000e-06
0,1024,16,128,stream-4,6.144000e-06
0,1024,16,128,stream-9,6.528000e-06
0,1024,16,128,stream-5,6.144000e-06
0,1024,16,128,stream-7,5.984000e-06
0,1024,16,128,stream-6,6.048000e-06
0,1024,16,128,stream-15,7.232000e-06
0,1024,16,128,stream-8,6.144000e-06
0,1024,16,128,stream-10,6.144000e-06
0,1024,16,128,stream-11,4.128000e-06
0,1024,16,128,stream-12,6.144000e-06
0,1024,16,256,stream-14,6.176000e-06
0,1024,16,256,total,6.783360e-04
0,1024,16,256,stream-13,6.432000e-06
0,1024,16,256,stream-0,8.000000e-06
0,1024,16,256,stream-1,6.176000e-06
0,1024,16,256,stream-2,6.080000e-06
0,1024,16,256,stream-3,5.088000e-06
0,1024,16,256,stream-4,6.144000e-06
0,1024,16,256,stream-9,6.240000e-06
0,1024,16,256,stream-5,7.168000e-06
0,1024,16,256,stream-7,5.952000e-06
0,1024,16,256,stream-6,7.456000e-06
0,1024,16,256,stream-15,7.264000e-06
0,1024,16,256,stream-8,6.144000e-06
0,1024,16,256,stream-10,4.832000e-06
0,1024,16,256,stream-11,7.552000e-06
0,1024,16,256,stream-12,5.696000e-06
0,1024,16,512,stream-14,5.504000e-06
0,1024,16,512,total,3.686400e-04
0,1024,16,512,stream-13,5.184000e-06
0,1024,16,512,stream-0,4.096000e-06
0,1024,16,512,stream-1,5.440000e-06
0,1024,16,512,stream-2,4.512000e-06
0,1024,16,512,stream-3,4.320000e-06
0,1024,16,512,stream-4,4.288000e-06
0,1024,16,512,stream-9,4.384000e-06
0,1024,16,512,stream-5,5.344000e-06
0,1024,16,512,stream-7,4.096000e-06
0,1024,16,512,stream-6,5.280000e-06
0,1024,16,512,stream-15,4.768000e-06
0,1024,16,512,stream-8,4.448000e-06
0,1024,16,512,stream-10,4.352000e-06
0,1024,16,512,stream-11,4.416000e-06
0,1024,16,512,stream-12,4.256000e-06
0,1024,16,1024,stream-14,4.352000e-06
0,1024,16,1024,total,3.732480e-04
0,1024,16,1024,stream-13,5.408000e-06
0,1024,16,1024,stream-0,5.024000e-06
0,1024,16,1024,stream-1,5.824000e-06
0,1024,16,1024,stream-2,4.544000e-06
0,1024,16,1024,stream-3,4.096000e-06
0,1024,16,1024,stream-4,4.224000e-06
0,1024,16,1024,stream-9,4.096000e-06
0,1024,16,1024,stream-5,4.288000e-06
0,1024,16,1024,stream-7,5.344000e-06
0,1024,16,1024,stream-6,4.448000e-06
0,1024,16,1024,stream-15,4.096000e-06
0,1024,16,1024,stream-8,4.096000e-06
0,1024,16,1024,stream-10,4.096000e-06
0,1024,16,1024,stream-11,5.184000e-06
0,1024,16,1024,stream-12,4.160000e-06
0,1024,32,32,total,9.440960e-04
0,1024,32,32,stream-31,5.216000e-06
0,1024,32,32,stream-30,4.352000e-06
0,1024,32,32,stream-12,4.192000e-06
0,1024,32,32,stream-16,4.096000e-06
0,1024,32,32,stream-10,4.096000e-06
0,1024,32,32,stream-8,4.128000e-06
0,1024,32,32,stream-29,5.312000e-06
0,1024,32,32,stream-15,4.096000e-06
0,1024,32,32,stream-6,4.512000e-06
0,1024,32,32,stream-7,4.608000e-06
0,1024,32,32,stream-5,4.320000e-06
0,1024,32,32,stream-26,5.152000e-06
0,1024,32,32,stream-19,4.864000e-06
0,1024,32,32,stream-9,5.184000e-06
0,1024,32,32,stream-11,4.096000e-06
0,1024,32,32,stream-28,4.448000e-06
0,1024,32,32,stream-24,4.352000e-06
0,1024,32,32,stream-4,4.096000e-06
0,1024,32,32,stream-3,5.280000e-06
0,1024,32,32,stream-17,4.096000e-06
0,1024,32,32,stream-2,4.512000e-06
0,1024,32,32,stream-20,4.256000e-06
0,1024,32,32,stream-1,4.288000e-06
0,1024,32,32,stream-0,5.024000e-06
0,1024,32,32,stream-13,4.096000e-06
0,1024,32,32,stream-23,4.096000e-06
0,1024,32,32,stream-14,4.096000e-06
0,1024,32,32,stream-25,4.416000e-06
0,1024,32,32,stream-22,4.096000e-06
0,1024,32,32,stream-18,4.096000e-06
0,1024,32,32,stream-21,5.408000e-06
0,1024,32,32,stream-27,4.288000e-06
0,1024,32,64,total,7.168000e-04
0,1024,32,64,stream-31,4.096000e-06
0,1024,32,64,stream-30,4.448000e-06
0,1024,32,64,stream-12,4.288000e-06
0,1024,32,64,stream-16,4.864000e-06
0,1024,32,64,stream-10,5.568000e-06
0,1024,32,64,stream-8,5.280000e-06
0,1024,32,64,stream-29,4.288000e-06
0,1024,32,64,stream-15,4.096000e-06
0,1024,32,64,stream-6,4.448000e-06
0,1024,32,64,stream-7,4.224000e-06
0,1024,32,64,stream-5,5.184000e-06
0,1024,32,64,stream-26,4.256000e-06
0,1024,32,64,stream-19,4.096000e-06
0,1024,32,64,stream-9,5.824000e-06
0,1024,32,64,stream-11,5.280000e-06
0,1024,32,64,stream-28,4.320000e-06
0,1024,32,64,stream-24,4.096000e-06
0,1024,32,64,stream-4,4.224000e-06
0,1024,32,64,stream-3,4.416000e-06
0,1024,32,64,stream-17,4.480000e-06
0,1024,32,64,stream-2,4.096000e-06
0,1024,32,64,stream-20,4.768000e-06
0,1024,32,64,stream-1,4.096000e-06
0,1024,32,64,stream-0,4.256000e-06
0,1024,32,64,stream-13,4.192000e-06
0,1024,32,64,stream-23,4.352000e-06
0,1024,32,64,stream-14,4.352000e-06
0,1024,32,64,stream-25,4.096000e-06
0,1024,32,64,stream-22,4.192000e-06
0,1024,32,64,stream-18,4.096000e-06
0,1024,32,64,stream-21,4.096000e-06
0,1024,32,64,stream-27,4.288000e-06
0,1024,32,128,total,7.326720e-04
0,1024,32,128,stream-31,4.096000e-06
0,1024,32,128,stream-30,4.096000e-06
0,1024,32,128,stream-12,4.096000e-06
0,1024,32,128,stream-16,5.344000e-06
0,1024,32,128,stream-10,4.096000e-06
0,1024,32,128,stream-8,4.096000e-06
0,1024,32,128,stream-29,4.096000e-06
0,1024,32,128,stream-15,5.472000e-06
0,1024,32,128,stream-6,4.096000e-06
0,1024,32,128,stream-7,4.512000e-06
0,1024,32,128,stream-5,5.184000e-06
0,1024,32,128,stream-26,4.096000e-06
0,1024,32,128,stream-19,4.288000e-06
0,1024,32,128,stream-9,4.096000e-06
0,1024,32,128,stream-11,4.800000e-06
0,1024,32,128,stream-28,4.384000e-06
0,1024,32,128,stream-24,4.192000e-06
0,1024,32,128,stream-4,5.152000e-06
0,1024,32,128,stream-3,4.096000e-06
0,1024,32,128,stream-17,4.096000e-06
0,1024,32,128,stream-2,4.096000e-06
0,1024,32,128,stream-20,4.320000e-06
0,1024,32,128,stream-1,4.096000e-06
0,1024,32,128,stream-0,5.536000e-06
0,1024,32,128,stream-13,4.288000e-06
0,1024,32,128,stream-23,4.288000e-06
0,1024,32,128,stream-14,4.384000e-06
0,1024,32,128,stream-25,4.288000e-06
0,1024,32,128,stream-22,4.096000e-06
0,1024,32,128,stream-18,4.096000e-06
0,1024,32,128,stream-21,5.376000e-06
0,1024,32,128,stream-27,4.320000e-06
0,1024,32,256,total,7.086080e-04
0,1024,32,256,stream-31,4.416000e-06
0,1024,32,256,stream-30,5.216000e-06
0,1024,32,256,stream-12,4.768000e-06
0,1024,32,256,stream-16,4.096000e-06
0,1024,32,256,stream-10,4.800000e-06
0,1024,32,256,stream-8,4.864000e-06
0,1024,32,256,stream-29,4.096000e-06
0,1024,32,256,stream-15,4.096000e-06
0,1024,32,256,stream-6,4.384000e-06
0,1024,32,256,stream-7,4.576000e-06
0,1024,32,256,stream-5,4.192000e-06
0,1024,32,256,stream-26,4.224000e-06
0,1024,32,256,stream-19,4.096000e-06
0,1024,32,256,stream-9,4.704000e-06
0,1024,32,256,stream-11,4.096000e-06
0,1024,32,256,stream-28,4.096000e-06
0,1024,32,256,stream-24,4.224000e-06
0,1024,32,256,stream-4,4.096000e-06
0,1024,32,256,stream-3,4.096000e-06
0,1024,32,256,stream-17,4.096000e-06
0,1024,32,256,stream-2,4.096000e-06
0,1024,32,256,stream-20,4.544000e-06
0,1024,32,256,stream-1,4.256000e-06
0,1024,32,256,stream-0,5.280000e-06
0,1024,32,256,stream-13,4.192000e-06
0,1024,32,256,stream-23,4.384000e-06
0,1024,32,256,stream-14,5.408000e-06
0,1024,32,256,stream-25,4.096000e-06
0,1024,32,256,stream-22,4.096000e-06
0,1024,32,256,stream-18,4.096000e-06
0,1024,32,256,stream-21,4.288000e-06
0,1024,32,256,stream-27,4.192000e-06
0,1024,32,512,total,7.328000e-04
0,1024,32,512,stream-31,5.344000e-06
0,1024,32,512,stream-30,4.096000e-06
0,1024,32,512,stream-12,5.312000e-06
0,1024,32,512,stream-16,4.096000e-06
0,1024,32,512,stream-10,4.096000e-06
0,1024,32,512,stream-8,4.832000e-06
0,1024,32,512,stream-29,4.288000e-06
0,1024,32,512,stream-15,4.576000e-06
0,1024,32,512,stream-6,5.280000e-06
0,1024,32,512,stream-7,4.384000e-06
0,1024,32,512,stream-5,4.288000e-06
0,1024,32,512,stream-26,4.096000e-06
0,1024,32,512,stream-19,4.416000e-06
0,1024,32,512,stream-9,4.096000e-06
0,1024,32,512,stream-11,4.096000e-06
0,1024,32,512,stream-28,4.096000e-06
0,1024,32,512,stream-24,4.096000e-06
0,1024,32,512,stream-4,4.096000e-06
0,1024,32,512,stream-3,4.224000e-06
0,1024,32,512,stream-17,4.096000e-06
0,1024,32,512,stream-2,4.608000e-06
0,1024,32,512,stream-20,4.544000e-06
0,1024,32,512,stream-1,5.120000e-06
0,1024,32,512,stream-0,4.096000e-06
0,1024,32,512,stream-13,5.280000e-06
0,1024,32,512,stream-23,4.192000e-06
0,1024,32,512,stream-14,4.768000e-06
0,1024,32,512,stream-25,4.544000e-06
0,1024,32,512,stream-22,4.256000e-06
0,1024,32,512,stream-18,4.416000e-06
0,1024,32,512,stream-21,4.672000e-06
0,1024,32,512,stream-27,4.096000e-06
0,1024,32,1024,total,7.050560e-04
0,1024,32,1024,stream-31,4.576000e-06
0,1024,32,1024,stream-30,4.096000e-06
0,1024,32,1024,stream-12,4.832000e-06
0,1024,32,1024,stream-16,5.536000e-06
0,1024,32,1024,stream-10,5.824000e-06
0,1024,32,1024,stream-8,4.128000e-06
0,1024,32,1024,stream-29,4.096000e-06
0,1024,32,1024,stream-15,4.096000e-06
0,1024,32,1024,stream-6,5.376000e-06
0,1024,32,1024,stream-7,4.416000e-06
0,1024,32,1024,stream-5,5.376000e-06
0,1024,32,1024,stream-26,4.384000e-06
0,1024,32,1024,stream-19,4.416000e-06
0,1024,32,1024,stream-9,5.536000e-06
0,1024,32,1024,stream-11,4.192000e-06
0,1024,32,1024,stream-28,4.096000e-06
0,1024,32,1024,stream-24,4.128000e-06
0,1024,32,1024,stream-4,4.832000e-06
0,1024,32,1024,stream-3,5.312000e-06
0,1024,32,1024,stream-17,5.376000e-06
0,1024,32,1024,stream-2,4.128000e-06
0,1024,32,1024,stream-20,4.480000e-06
0,1024,32,1024,stream-1,5.664000e-06
0,1024,32,1024,stream-0,5.856000e-06
0,1024,32,1024,stream-13,4.288000e-06
0,1024,32,1024,stream-23,4.192000e-06
0,1024,32,1024,stream-14,4.576000e-06
0,1024,32,1024,stream-25,4.096000e-06
0,1024,32,1024,stream-22,4.544000e-06
0,1024,32,1024,stream-18,4.352000e-06
0,1024,32,1024,stream-21,4.384000e-06
0,1024,32,1024,stream-27,4.192000e-06
0,1024,64,32,total,1.892736e-03
0,1024,64,32,stream-62,4.160000e-06
0,1024,64,32,stream-60,4.288000e-06
0,1024,64,32,stream-21,4.096000e-06
0,1024,64,32,stream-18,4.096000e-06
0,1024,64,32,stream-25,4.448000e-06
0,1024,64,32,stream-53,4.480000e-06
0,1024,64,32,stream-56,4.096000e-06
0,1024,64,32,stream-13,5.472000e-06
0,1024,64,32,stream-0,4.640000e-06
0,1024,64,32,stream-20,4.096000e-06
0,1024,64,32,stream-17,4.096000e-06
0,1024,64,32,stream-46,4.320000e-06
0,1024,64,32,stream-3,5.152000e-06
0,1024,64,32,stream-4,4.672000e-06
0,1024,64,32,stream-2,4.096000e-06
0,1024,64,32,stream-24,4.320000e-06
0,1024,64,32,stream-27,4.416000e-06
0,1024,64,32,stream-38,5.376000e-06
0,1024,64,32,stream-55,4.384000e-06
0,1024,64,32,stream-28,4.096000e-06
0,1024,64,32,stream-11,4.480000e-06
0,1024,64,32,stream-57,4.160000e-06
0,1024,64,32,stream-9,4.096000e-06
0,1024,64,32,stream-19,4.096000e-06
0,1024,64,32,stream-23,4.416000e-06
0,1024,64,32,stream-26,4.096000e-06
0,1024,64,32,stream-7,5.312000e-06
0,1024,64,32,stream-41,4.096000e-06
0,1024,64,32,stream-6,5.408000e-06
0,1024,64,32,stream-45,4.288000e-06
0,1024,64,32,stream-63,5.600000e-06
0,1024,64,32,stream-15,5.152000e-06
0,1024,64,32,stream-40,4.096000e-06
0,1024,64,32,stream-61,4.096000e-06
0,1024,64,32,stream-8,5.248000e-06
0,1024,64,32,stream-10,4.096000e-06
0,1024,64,32,stream-1,4.512000e-06
0,1024,64,32,stream-16,4.096000e-06
0,1024,64,32,stream-30,4.096000e-06
0,1024,64,32,stream-31,4.544000e-06
0,1024,64,32,stream-32,4.864000e-06
0,1024,64,32,stream-44,4.096000e-06
0,1024,64,32,stream-49,4.192000e-06
0,1024,64,32,stream-59,4.288000e-06
0,1024,64,32,stream-33,5.792000e-06
0,1024,64,32,stream-36,4.096000e-06
0,1024,64,32,stream-34,4.096000e-06
0,1024,64,32,stream-35,4.256000e-06
0,1024,64,32,stream-29,4.096000e-06
0,1024,64,32,stream-37,4.352000e-06
0,1024,64,32,stream-22,4.608000e-06
0,1024,64,32,stream-42,4.192000e-06
0,1024,64,32,stream-12,4.288000e-06
0,1024,64,32,stream-43,4.096000e-06
0,1024,64,32,stream-47,4.672000e-06
0,1024,64,32,stream-50,4.192000e-06
0,1024,64,32,stream-5,4.128000e-06
0,1024,64,32,stream-48,4.192000e-06
0,1024,64,32,stream-51,4.096000e-06
0,1024,64,32,stream-52,5.568000e-06
0,1024,64,32,stream-58,4.096000e-06
0,1024,64,32,stream-14,5.472000e-06
0,1024,64,32,stream-39,4.832000e-06
0,1024,64,32,stream-54,4.096000e-06
0,1024,64,64,total,1.350240e-03
0,1024,64,64,stream-62,5.152000e-06
0,1024,64,64,stream-60,4.096000e-06
0,1024,64,64,stream-21,4.096000e-06
0,1024,64,64,stream-18,4.096000e-06
0,1024,64,64,stream-25,5.440000e-06
0,1024,64,64,stream-53,4.096000e-06
0,1024,64,64,stream-56,4.576000e-06
0,1024,64,64,stream-13,4.096000e-06
0,1024,64,64,stream-0,5.600000e-06
0,1024,64,64,stream-20,4.448000e-06
0,1024,64,64,stream-17,7.808000e-06
0,1024,64,64,stream-46,4.448000e-06
0,1024,64,64,stream-3,4.448000e-06
0,1024,64,64,stream-4,4.096000e-06
0,1024,64,64,stream-2,4.448000e-06
0,1024,64,64,stream-24,4.480000e-06
0,1024,64,64,stream-27,4.096000e-06
0,1024,64,64,stream-38,4.672000e-06
0,1024,64,64,stream-55,4.224000e-06
0,1024,64,64,stream-28,5.184000e-06
0,1024,64,64,stream-11,4.096000e-06
0,1024,64,64,stream-57,4.096000e-06
0,1024,64,64,stream-9,5.216000e-06
0,1024,64,64,stream-19,4.448000e-06
0,1024,64,64,stream-23,4.544000e-06
0,1024,64,64,stream-26,5.120000e-06
0,1024,64,64,stream-7,5.664000e-06
0,1024,64,64,stream-41,4.096000e-06
0,1024,64,64,stream-6,4.896000e-06
0,1024,64,64,stream-45,4.256000e-06
0,1024,64,64,stream-63,4.544000e-06
0,1024,64,64,stream-15,4.160000e-06
0,1024,64,64,stream-40,4.288000e-06
0,1024,64,64,stream-61,4.224000e-06
0,1024,64,64,stream-8,5.376000e-06
0,1024,64,64,stream-10,4.096000e-06
0,1024,64,64,stream-1,4.608000e-06
0,1024,64,64,stream-16,4.672000e-06
0,1024,64,64,stream-30,4.096000e-06
0,1024,64,64,stream-31,4.288000e-06
0,1024,64,64,stream-32,4.096000e-06
0,1024,64,64,stream-44,4.096000e-06
0,1024,64,64,stream-49,4.128000e-06
0,1024,64,64,stream-59,5.632000e-06
0,1024,64,64,stream-33,4.224000e-06
0,1024,64,64,stream-36,4.352000e-06
0,1024,64,64,stream-34,5.760000e-06
0,1024,64,64,stream-35,4.096000e-06
0,1024,64,64,stream-29,4.256000e-06
0,1024,64,64,stream-37,4.320000e-06
0,1024,64,64,stream-22,4.256000e-06
0,1024,64,64,stream-42,4.480000e-06
0,1024,64,64,stream-12,4.256000e-06
0,1024,64,64,stream-43,4.384000e-06
0,1024,64,64,stream-47,4.160000e-06
0,1024,64,64,stream-50,4.096000e-06
0,1024,64,64,stream-5,4.960000e-06
0,1024,64,64,stream-48,4.512000e-06
0,1024,64,64,stream-51,4.384000e-06
0,1024,64,64,stream-52,4.096000e-06
0,1024,64,64,stream-58,4.288000e-06
0,1024,64,64,stream-14,4.096000e-06
0,1024,64,64,stream-39,4.096000e-06
0,1024,64,64,stream-54,5.216000e-06
0,1024,64,128,total,1.323008e-03
0,1024,64,128,stream-62,5.248000e-06
0,1024,64,128,stream-60,4.512000e-06
0,1024,64,128,stream-21,4.224000e-06
0,1024,64,128,stream-18,4.160000e-06
0,1024,64,128,stream-25,4.096000e-06
0,1024,64,128,stream-53,4.096000e-06
0,1024,64,128,stream-56,4.352000e-06
0,1024,64,128,stream-13,4.096000e-06
0,1024,64,128,stream-0,4.736000e-06
0,1024,64,128,stream-20,4.128000e-06
0,1024,64,128,stream-17,4.576000e-06
0,1024,64,128,stream-46,5.312000e-06
0,1024,64,128,stream-3,4.672000e-06
0,1024,64,128,stream-4,4.384000e-06
0,1024,64,128,stream-2,4.480000e-06
0,1024,64,128,stream-24,5.536000e-06
0,1024,64,128,stream-27,4.224000e-06
0,1024,64,128,stream-38,4.608000e-06
0,1024,64,128,stream-55,5.760000e-06
0,1024,64,128,stream-28,5.312000e-06
0,1024,64,128,stream-11,5.216000e-06
0,1024,64,128,stream-57,4.096000e-06
0,1024,64,128,stream-9,4.704000e-06
0,1024,64,128,stream-19,4.096000e-06
0,1024,64,128,stream-23,4.544000e-06
0,1024,64,128,stream-26,4.096000e-06
0,1024,64,128,stream-7,5.248000e-06
0,1024,64,128,stream-41,4.352000e-06
0,1024,64,128,stream-6,4.800000e-06
0,1024,64,128,stream-45,4.448000e-06
0,1024,64,128,stream-63,4.224000e-06
0,1024,64,128,stream-15,4.128000e-06
0,1024,64,128,stream-40,4.096000e-06
0,1024,64,128,stream-61,5.120000e-06
0,1024,64,128,stream-8,4.224000e-06
0,1024,64,128,stream-10,4.512000e-06
0,1024,64,128,stream-1,5.376000e-06
0,1024,64,128,stream-16,4.256000e-06
0,1024,64,128,stream-30,4.096000e-06
0,1024,64,128,stream-31,4.256000e-06
0,1024,64,128,stream-32,4.096000e-06
0,1024,64,128,stream-44,4.288000e-06
0,1024,64,128,stream-49,4.192000e-06
0,1024,64,128,stream-59,4.096000e-06
0,1024,64,128,stream-33,4.256000e-06
0,1024,64,128,stream-36,4.192000e-06
0,1024,64,128,stream-34,4.096000e-06
0,1024,64,128,stream-35,4.192000e-06
0,1024,64,128,stream-29,4.096000e-06
0,1024,64,128,stream-37,4.448000e-06
0,1024,64,128,stream-22,4.096000e-06
0,1024,64,128,stream-42,4.480000e-06
0,1024,64,128,stream-12,5.344000e-06
0,1024,64,128,stream-43,5.472000e-06
0,1024,64,128,stream-47,4.480000e-06
0,1024,64,128,stream-50,4.320000e-06
0,1024,64,128,stream-5,6.112000e-06
0,1024,64,128,stream-48,4.288000e-06
0,1024,64,128,stream-51,4.096000e-06
0,1024,64,128,stream-52,4.352000e-06
0,1024,64,128,stream-58,4.416000e-06
0,1024,64,128,stream-14,4.448000e-06
0,1024,64,128,stream-39,5.440000e-06
0,1024,64,128,stream-54,4.320000e-06
0,1024,64,256,total,1.431552e-03
0,1024,64,256,stream-62,4.416000e-06
0,1024,64,256,stream-60,4.480000e-06
0,1024,64,256,stream-21,4.640000e-06
0,1024,64,256,stream-18,5.600000e-06
0,1024,64,256,stream-25,5.184000e-06
0,1024,64,256,stream-53,4.096000e-06
0,1024,64,256,stream-56,4.160000e-06
0,1024,64,256,stream-13,4.096000e-06
0,1024,64,256,stream-0,6.144000e-06
0,1024,64,256,stream-20,4.096000e-06
0,1024,64,256,stream-17,4.384000e-06
0,1024,64,256,stream-46,4.096000e-06
0,1024,64,256,stream-3,5.440000e-06
0,1024,64,256,stream-4,8.192000e-06
0,1024,64,256,stream-2,4.096000e-06
0,1024,64,256,stream-24,4.256000e-06
0,1024,64,256,stream-27,4.096000e-06
0,1024,64,256,stream-38,5.504000e-06
0,1024,64,256,stream-55,4.096000e-06
0,1024,64,256,stream-28,4.256000e-06
0,1024,64,256,stream-11,4.768000e-06
0,1024,64,256,stream-57,4.288000e-06
0,1024,64,256,stream-9,4.096000e-06
0,1024,64,256,stream-19,4.224000e-06
0,1024,64,256,stream-23,4.160000e-06
0,1024,64,256,stream-26,4.096000e-06
