rep,size,num_streams,block_size,section,dur
1,16384,2,256,total,7.971200e-05
1,16384,2,512,total,8.038400e-05
1,16384,2,1024,total,7.856000e-05
1,16384,4,32,total,1.244160e-04
1,16384,4,64,total,1.083200e-04
1,16384,4,128,total,1.120320e-04
1,16384,4,256,total,1.086400e-04
1,16384,4,512,total,1.104640e-04
1,16384,4,1024,total,1.085120e-04
1,16384,8,32,total,1.661440e-04
1,16384,8,64,total,1.924160e-04
1,16384,8,128,total,1.664000e-04
1,16384,8,256,total,1.673600e-04
1,16384,8,512,total,1.640320e-04
1,16384,8,1024,total,1.666240e-04
1,16384,16,32,total,2.805760e-04
1,16384,16,64,total,2.801920e-04
1,16384,16,128,total,2.826240e-04
1,16384,16,256,total,2.809280e-04
1,16384,16,512,total,2.849600e-04
1,16384,16,1024,total,2.991040e-04
1,16384,32,32,total,5.024960e-04
1,16384,32,64,total,4.997120e-04
1,16384,32,128,total,4.946560e-04
1,16384,32,256,total,5.202240e-04
1,16384,32,512,total,4.903360e-04
1,16384,32,1024,total,4.936960e-04
1,16384,64,32,total,9.768960e-04
1,16384,64,64,total,9.836160e-04
1,16384,64,128,total,9.559680e-04
1,16384,64,256,total,9.970560e-04
1,16384,64,512,total,1.030880e-03
1,16384,64,1024,total,9.959040e-04
2,16384,1,32,total,6.723199e-05
2,16384,1,64,total,6.412800e-05
2,16384,1,128,total,6.396800e-05
2,16384,1,256,total,6.444800e-05
2,16384,1,512,total,6.348800e-05
2,16384,1,1024,total,6.348800e-05
2,16384,2,32,total,7.984000e-05
2,16384,2,64,total,7.929600e-05
2,16384,2,128,total,7.817600e-05
2,16384,2,256,total,7.987200e-05
2,16384,2,512,total,7.849600e-05
2,16384,2,1024,total,7.987200e-05
2,16384,4,32,total,1.088960e-04
2,16384,4,64,total,1.085440e-04
2,16384,4,128,total,1.083520e-04
2,16384,4,256,total,1.149440e-04
2,16384,4,512,total,1.070080e-04
2,16384,4,1024,total,1.051520e-04
2,16384,8,32,total,1.638080e-04
2,16384,8,64,total,1.895040e-04
2,16384,8,128,total,1.679040e-04
2,16384,8,256,total,1.655040e-04
2,16384,8,512,total,1.638400e-04
2,16384,8,1024,total,1.657600e-04
2,16384,16,32,total,2.805760e-04
2,16384,16,64,total,2.794560e-04
2,16384,16,128,total,2.819520e-04
2,16384,16,256,total,2.802560e-04
2,16384,16,512,total,2.821120e-04
2,16384,16,1024,total,3.071360e-04
2,16384,32,32,total,5.551680e-04
2,16384,32,64,total,5.300160e-04
2,16384,32,128,total,5.139840e-04
2,16384,32,256,total,5.447680e-04
2,16384,32,512,total,5.151360e-04
2,16384,32,1024,total,5.136320e-04
2,16384,64,32,total,1.004032e-03
2,16384,64,64,total,9.904640e-04
2,16384,64,128,total,9.909120e-04
2,16384,64,256,total,9.888640e-04
2,16384,64,512,total,1.000832e-03
2,16384,64,1024,total,9.891840e-04
3,16384,1,32,total,6.608000e-05
3,16384,1,64,total,6.508800e-05
3,16384,1,128,total,6.512000e-05
3,16384,1,256,total,6.384000e-05
3,16384,1,512,total,6.364800e-05
3,16384,1,1024,total,6.406401e-05
3,16384,2,32,total,7.785600e-05
3,16384,2,64,total,7.782400e-05
3,16384,2,128,total,7.996800e-05
3,16384,2,256,total,7.804800e-05
3,16384,2,512,total,8.006400e-05
3,16384,2,1024,total,7.980800e-05
3,16384,4,32,total,1.090560e-04
3,16384,4,64,total,1.078400e-04
3,16384,4,128,total,1.089280e-04
3,16384,4,256,total,1.070080e-04
3,16384,4,512,total,1.082240e-04
3,16384,4,1024,total,1.224960e-04
3,16384,8,32,total,1.644160e-04
3,16384,8,64,total,1.884160e-04
3,16384,8,128,total,1.619520e-04
3,16384,8,256,total,1.639680e-04
3,16384,8,512,total,1.631040e-04
3,16384,8,1024,total,1.655360e-04
3,16384,16,32,total,2.805760e-04
3,16384,16,64,total,2.814720e-04
3,16384,16,128,total,2.792640e-04
3,16384,16,256,total,2.796480e-04
3,16384,16,512,total,2.792960e-04
3,16384,16,1024,total,3.078720e-04
3,16384,32,32,total,5.474560e-04
3,16384,32,64,total,5.151360e-04
3,16384,32,128,total,5.145600e-04
3,16384,32,256,total,5.365760e-04
3,16384,32,512,total,5.151360e-04
3,16384,32,1024,total,5.159680e-04
3,16384,64,32,total,1.005696e-03
3,16384,64,64,total,9.895680e-04
3,16384,64,128,total,9.890880e-04
3,16384,64,256,total,9.931839e-04
3,16384,64,512,total,1.023936e-03
3,16384,64,1024,total,9.853120e-04
4,16384,1,32,total,6.758400e-05
4,16384,1,64,total,6.515199e-05
4,16384,1,128,total,6.499200e-05
4,16384,1,256,total,6.374400e-05
4,16384,1,512,total,6.489600e-05
4,16384,1,1024,total,6.396800e-05
4,16384,2,32,total,7.830400e-05
4,16384,2,64,total,7.856000e-05
4,16384,2,128,total,7.894399e-05
4,16384,2,256,total,7.945600e-05
4,16384,2,512,total,7.987200e-05
4,16384,2,1024,total,7.974400e-05
4,16384,4,32,total,1.077760e-04
4,16384,4,64,total,1.074240e-04
4,16384,4,128,total,1.084800e-04
4,16384,4,256,total,1.076160e-04
4,16384,4,512,total,1.086400e-04
4,16384,4,1024,total,1.074560e-04
4,16384,8,32,total,1.658880e-04
4,16384,8,64,total,2.088960e-04
4,16384,8,128,total,1.781440e-04
4,16384,8,256,total,1.578880e-04
4,16384,8,512,total,1.561920e-04
4,16384,8,1024,total,1.565120e-04
4,16384,16,32,total,2.688640e-04
4,16384,16,64,total,2.702400e-04
4,16384,16,128,total,2.686720e-04
4,16384,16,256,total,2.668160e-04
4,16384,16,512,total,2.662400e-04
4,16384,16,1024,total,2.945600e-04
4,16384,32,32,total,4.959680e-04
4,16384,32,64,total,5.242880e-04
4,16384,32,128,total,4.935680e-04
4,16384,32,256,total,5.181440e-04
4,16384,32,512,total,4.918080e-04
4,16384,32,1024,total,4.967360e-04
4,16384,64,32,total,9.621440e-04
4,16384,64,64,total,9.981759e-04
4,16384,64,128,total,9.891840e-04
4,16384,64,256,total,9.890880e-04
4,16384,64,512,total,9.911361e-04
4,16384,64,1024,total,1.016768e-03
5,16384,1,32,total,6.761600e-05
5,16384,1,64,total,6.550400e-05
5,16384,1,128,total,6.582400e-05
5,16384,1,256,total,6.422400e-05
5,16384,1,512,total,6.364800e-05
5,16384,1,1024,total,6.553600e-05
5,16384,2,32,total,7.808000e-05
5,16384,2,64,total,7.977599e-05
5,16384,2,128,total,7.980800e-05
5,16384,2,256,total,7.987200e-05
5,16384,2,512,total,7.948800e-05
5,16384,2,1024,total,8.236800e-05
5,16384,4,32,total,1.146880e-04
5,16384,4,64,total,1.085440e-04
5,16384,4,128,total,1.085120e-04
5,16384,4,256,total,1.082240e-04
5,16384,4,512,total,1.085440e-04
5,16384,4,1024,total,1.099520e-04
5,16384,8,32,total,1.658240e-04
5,16384,8,64,total,1.917440e-04
5,16384,8,128,total,1.657920e-04
5,16384,8,256,total,1.717760e-04
5,16384,8,512,total,1.654080e-04
5,16384,8,1024,total,1.639360e-04
5,16384,16,32,total,2.822080e-04
5,16384,16,64,total,2.805760e-04
5,16384,16,128,total,2.799360e-04
5,16384,16,256,total,2.768640e-04
5,16384,16,512,total,2.782720e-04
5,16384,16,1024,total,3.062720e-04
5,16384,32,32,total,5.133440e-04
5,16384,32,64,total,5.129920e-04
5,16384,32,128,total,5.484800e-04
5,16384,32,256,total,5.405440e-04
5,16384,32,512,total,5.104000e-04
5,16384,32,1024,total,5.150080e-04
5,16384,64,32,total,9.895039e-04
5,16384,64,64,total,1.005568e-03
5,16384,64,128,total,9.888000e-04
5,16384,64,256,total,9.871360e-04
5,16384,64,512,total,9.850879e-04
5,16384,64,1024,total,1.004032e-03
6,16384,1,32,total,6.563200e-05
6,16384,1,64,total,6.454400e-05
6,16384,1,128,total,6.508800e-05
6,16384,1,256,total,6.387200e-05
6,16384,1,512,total,6.403201e-05
6,16384,1,1024,total,6.236800e-05
6,16384,2,32,total,7.945600e-05
6,16384,2,64,total,7.980800e-05
6,16384,2,128,total,7.971200e-05
6,16384,2,256,total,7.939200e-05
6,16384,2,512,total,7.782400e-05
6,16384,2,1024,total,7.820800e-05
6,16384,4,32,total,1.091840e-04
6,16384,4,64,total,1.068800e-04
6,16384,4,128,total,1.070080e-04
6,16384,4,256,total,1.066240e-04
6,16384,4,512,total,1.086400e-04
6,16384,4,1024,total,1.081920e-04
6,16384,8,32,total,1.652480e-04
6,16384,8,64,total,1.899520e-04
6,16384,8,128,total,1.643520e-04
6,16384,8,256,total,1.648960e-04
6,16384,8,512,total,1.648640e-04
6,16384,8,1024,total,1.638400e-04
6,16384,16,32,total,2.805760e-04
6,16384,16,64,total,2.785280e-04
6,16384,16,128,total,2.806080e-04
6,16384,16,256,total,2.805120e-04
6,16384,16,512,total,2.801920e-04
6,16384,16,1024,total,3.041920e-04
6,16384,32,32,total,5.120000e-04
6,16384,32,64,total,5.140480e-04
6,16384,32,128,total,5.099520e-04
6,16384,32,256,total,5.363840e-04
6,16384,32,512,total,5.134080e-04
6,16384,32,1024,total,5.139840e-04
6,16384,64,32,total,9.915200e-04
6,16384,64,64,total,1.002496e-03
6,16384,64,128,total,9.700160e-04
6,16384,64,256,total,9.598720e-04
6,16384,64,512,total,9.855680e-04
6,16384,64,1024,total,1.019680e-03
7,16384,1,32,total,6.643200e-05
7,16384,1,64,total,6.553600e-05
7,16384,1,128,total,6.448000e-05
7,16384,1,256,total,6.444800e-05
7,16384,1,512,total,6.464000e-05
7,16384,1,1024,total,6.425600e-05
7,16384,2,32,total,7.984000e-05
7,16384,2,64,total,7.987200e-05
7,16384,2,128,total,8.112000e-05
7,16384,2,256,total,7.987200e-05
7,16384,2,512,total,7.987200e-05
7,16384,2,1024,total,7.849600e-05
7,16384,4,32,total,1.087040e-04
7,16384,4,64,total,1.085440e-04
7,16384,4,128,total,1.085440e-04
7,16384,4,256,total,1.071360e-04
7,16384,4,512,total,1.098240e-04
7,16384,4,1024,total,1.079040e-04
7,16384,8,32,total,1.643840e-04
7,16384,8,64,total,1.904640e-04
7,16384,8,128,total,1.656320e-04
7,16384,8,256,total,1.644800e-04
7,16384,8,512,total,1.658880e-04
7,16384,8,1024,total,1.656640e-04
7,16384,16,32,total,2.867200e-04
7,16384,16,64,total,2.785280e-04
7,16384,16,128,total,2.805760e-04
7,16384,16,256,total,2.789120e-04
7,16384,16,512,total,2.821440e-04
7,16384,16,1024,total,3.051520e-04
7,16384,32,32,total,5.134080e-04
7,16384,32,64,total,5.166400e-04
7,16384,32,128,total,5.160960e-04
7,16384,32,256,total,5.560960e-04
7,16384,32,512,total,5.114880e-04
7,16384,32,1024,total,5.140480e-04
7,16384,64,32,total,1.005408e-03
7,16384,64,64,total,9.964480e-04
7,16384,64,128,total,1.005568e-03
7,16384,64,256,total,9.907520e-04
7,16384,64,512,total,9.875200e-04
7,16384,64,1024,total,9.867200e-04
8,16384,1,32,total,6.758400e-05
8,16384,1,64,total,6.553600e-05
8,16384,1,128,total,7.987200e-05
8,16384,1,256,total,6.502400e-05
8,16384,1,512,total,6.348800e-05
8,16384,1,1024,total,6.473600e-05
8,16384,2,32,total,7.920000e-05
8,16384,2,64,total,7.987200e-05
8,16384,2,128,total,7.987200e-05
8,16384,2,256,total,7.958400e-05
8,16384,2,512,total,7.987200e-05
8,16384,2,1024,total,7.920000e-05
8,16384,4,32,total,1.085440e-04
8,16384,4,64,total,1.084800e-04
8,16384,4,128,total,1.084800e-04
8,16384,4,256,total,1.248000e-04
8,16384,4,512,total,1.064960e-04
8,16384,4,1024,total,1.024320e-04
8,16384,8,32,total,1.581760e-04
8,16384,8,64,total,1.820160e-04
8,16384,8,128,total,1.576000e-04
8,16384,8,256,total,1.556800e-04
8,16384,8,512,total,1.560960e-04
8,16384,8,1024,total,1.557440e-04
8,16384,16,32,total,2.675200e-04
8,16384,16,64,total,2.847680e-04
8,16384,16,128,total,2.689280e-04
8,16384,16,256,total,2.679040e-04
8,16384,16,512,total,2.680000e-04
8,16384,16,1024,total,2.928640e-04
8,16384,32,32,total,4.935680e-04
8,16384,32,64,total,4.944960e-04
8,16384,32,128,total,4.904000e-04
8,16384,32,256,total,5.174720e-04
8,16384,32,512,total,5.312000e-04
8,16384,32,1024,total,4.956160e-04
8,16384,64,32,total,9.618240e-04
8,16384,64,64,total,9.838720e-04
8,16384,64,128,total,9.865920e-04
8,16384,64,256,total,9.957120e-04
8,16384,64,512,total,9.816320e-04
8,16384,64,1024,total,9.857280e-04
9,16384,1,32,total,6.595200e-05
9,16384,1,64,total,6.521599e-05
9,16384,1,128,total,6.544000e-05
9,16384,1,256,total,6.348800e-05
9,16384,1,512,total,6.464000e-05
9,16384,1,1024,total,6.409600e-05
9,16384,2,32,total,7.926400e-05
9,16384,2,64,total,7.980800e-05
9,16384,2,128,total,8.124800e-05
9,16384,2,256,total,7.987200e-05
9,16384,2,512,total,7.846400e-05
9,16384,2,1024,total,7.814400e-05
9,16384,4,32,total,1.070400e-04
9,16384,4,64,total,1.085440e-04
9,16384,4,128,total,1.069760e-04
9,16384,4,256,total,1.082240e-04
9,16384,4,512,total,1.081280e-04
9,16384,4,1024,total,1.082880e-04
9,16384,8,32,total,1.642240e-04
9,16384,8,64,total,1.904320e-04
9,16384,8,128,total,1.638400e-04
9,16384,8,256,total,1.658240e-04
9,16384,8,512,total,1.637760e-04
9,16384,8,1024,total,1.640320e-04
9,16384,16,32,total,2.805760e-04
9,16384,16,64,total,2.794880e-04
9,16384,16,128,total,2.785280e-04
9,16384,16,256,total,2.862720e-04
9,16384,16,512,total,2.792960e-04
9,16384,16,1024,total,3.059520e-04
9,16384,32,32,total,5.120640e-04
9,16384,32,64,total,5.122880e-04
9,16384,32,128,total,5.109760e-04
9,16384,32,256,total,5.382400e-04
9,16384,32,512,total,5.099840e-04
9,16384,32,1024,total,5.263360e-04
9,16384,64,32,total,9.929280e-04
9,16384,64,64,total,9.912320e-04
9,16384,64,128,total,9.886080e-04
9,16384,64,256,total,1.000256e-03
9,16384,64,512,total,9.885120e-04
9,16384,64,1024,total,9.904000e-04
10,16384,1,32,total,6.614400e-05
10,16384,1,64,total,6.406401e-05
10,16384,1,128,total,6.457600e-05
10,16384,1,256,total,6.348800e-05
10,16384,1,512,total,6.480000e-05
10,16384,1,1024,total,6.486401e-05
10,16384,2,32,total,7.849600e-05
10,16384,2,64,total,7.804800e-05
10,16384,2,128,total,7.987200e-05
10,16384,2,256,total,7.817600e-05
10,16384,2,512,total,7.788800e-05
10,16384,2,1024,total,9.356800e-05
10,16384,4,32,total,1.073280e-04
10,16384,4,64,total,1.084160e-04
10,16384,4,128,total,1.070080e-04
10,16384,4,256,total,1.068160e-04
10,16384,4,512,total,1.075520e-04
10,16384,4,1024,total,1.081600e-04
10,16384,8,32,total,1.645440e-04
10,16384,8,64,total,1.884160e-04
10,16384,8,128,total,1.653760e-04
10,16384,8,256,total,1.645440e-04
10,16384,8,512,total,1.634240e-04
10,16384,8,1024,total,1.635840e-04
10,16384,16,32,total,2.908160e-04
10,16384,16,64,total,2.793920e-04
10,16384,16,128,total,2.785280e-04
10,16384,16,256,total,2.789760e-04
10,16384,16,512,total,2.944640e-04
10,16384,16,1024,total,3.065600e-04
10,16384,32,32,total,5.209280e-04
10,16384,32,64,total,5.136960e-04
10,16384,32,128,total,5.043840e-04
10,16384,32,256,total,5.222400e-04
10,16384,32,512,total,4.958720e-04
10,16384,32,1024,total,4.935680e-04
10,16384,64,32,total,1.021952e-03
10,16384,64,64,total,9.858240e-04
10,16384,64,128,total,9.848960e-04
10,16384,64,256,total,9.945920e-04
10,16384,64,512,total,9.850879e-04
10,16384,64,1024,total,9.842879e-04
11,16384,1,32,total,6.723199e-05
11,16384,1,64,total,6.550400e-05
11,16384,1,128,total,6.396800e-05
11,16384,1,256,total,6.342400e-05
11,16384,1,512,total,6.428800e-05
11,16384,1,1024,total,6.540800e-05
11,16384,2,32,total,7.987200e-05
11,16384,2,64,total,7.891199e-05
11,16384,2,128,total,7.920000e-05
11,16384,2,256,total,7.923200e-05
11,16384,2,512,total,7.987200e-05
11,16384,2,1024,total,7.852800e-05
11,16384,4,32,total,1.085440e-04
11,16384,4,64,total,1.066560e-04
11,16384,4,128,total,1.413120e-04
11,16384,4,256,total,1.085760e-04
11,16384,4,512,total,1.084160e-04
11,16384,4,1024,total,1.082240e-04
11,16384,8,32,total,1.640000e-04
11,16384,8,64,total,1.904960e-04
11,16384,8,128,total,1.644160e-04
11,16384,8,256,total,1.638400e-04
11,16384,8,512,total,1.652480e-04
11,16384,8,1024,total,1.641600e-04
11,16384,16,32,total,2.795520e-04
11,16384,16,64,total,2.805440e-04
11,16384,16,128,total,2.797440e-04
11,16384,16,256,total,2.785280e-04
11,16384,16,512,total,2.818880e-04
11,16384,16,1024,total,3.107200e-04
11,16384,32,32,total,5.143680e-04
11,16384,32,64,total,5.136960e-04
11,16384,32,128,total,5.136000e-04
11,16384,32,256,total,5.346240e-04
11,16384,32,512,total,5.130240e-04
11,16384,32,1024,total,5.151680e-04
11,16384,64,32,total,1.009088e-03
11,16384,64,64,total,9.871360e-04
11,16384,64,128,total,9.859840e-04
11,16384,64,256,total,9.869121e-04
11,16384,64,512,total,1.004960e-03
11,16384,64,1024,total,9.910080e-04
12,16384,1,32,total,6.563200e-05
12,16384,1,64,total,6.515199e-05
12,16384,1,128,total,6.396800e-05
12,16384,1,256,total,6.348800e-05
12,16384,1,512,total,6.348800e-05
12,16384,1,1024,total,6.393600e-05
12,16384,2,32,total,7.785600e-05
12,16384,2,64,total,7.980800e-05
12,16384,2,128,total,7.836800e-05
12,16384,2,256,total,7.897599e-05
12,16384,2,512,total,7.830400e-05
12,16384,2,1024,total,7.830400e-05
12,16384,4,32,total,1.085440e-04
12,16384,4,64,total,1.064960e-04
12,16384,4,128,total,1.080320e-04
12,16384,4,256,total,1.068160e-04
12,16384,4,512,total,1.282560e-04
12,16384,4,1024,total,1.081600e-04
12,16384,8,32,total,1.637760e-04
12,16384,8,64,total,1.904640e-04
12,16384,8,128,total,1.638400e-04
12,16384,8,256,total,1.653760e-04
12,16384,8,512,total,1.637760e-04
12,16384,8,1024,total,1.640960e-04
12,16384,16,32,total,2.805760e-04
12,16384,16,64,total,2.824640e-04
12,16384,16,128,total,2.801600e-04
12,16384,16,256,total,2.805760e-04
12,16384,16,512,total,2.785280e-04
12,16384,16,1024,total,3.032640e-04
12,16384,32,32,total,5.240640e-04
12,16384,32,64,total,5.144000e-04
12,16384,32,128,total,5.139200e-04
12,16384,32,256,total,5.407680e-04
12,16384,32,512,total,5.139520e-04
12,16384,32,1024,total,5.140800e-04
12,16384,64,32,total,1.030080e-03
12,16384,64,64,total,9.904000e-04
12,16384,64,128,total,9.888000e-04
12,16384,64,256,total,1.001056e-03
12,16384,64,512,total,9.952640e-04
12,16384,64,1024,total,9.950080e-04
13,16384,1,32,total,6.684800e-05
13,16384,1,64,total,6.470400e-05
13,16384,1,128,total,6.412800e-05
13,16384,1,256,total,6.348800e-05
13,16384,1,512,total,6.348800e-05
13,16384,1,1024,total,6.486401e-05
13,16384,2,32,total,7.798400e-05
13,16384,2,64,total,7.833600e-05
13,16384,2,128,total,7.833600e-05
13,16384,2,256,total,7.987200e-05
13,16384,2,512,total,7.824000e-05
13,16384,2,1024,total,7.958400e-05
13,16384,4,32,total,1.064960e-04
13,16384,4,64,total,1.068160e-04
13,16384,4,128,total,1.076800e-04
13,16384,4,256,total,1.070080e-04
13,16384,4,512,total,1.070400e-04
13,16384,4,1024,total,1.064960e-04
13,16384,8,32,total,1.957760e-04
13,16384,8,64,total,1.917440e-04
13,16384,8,128,total,1.658560e-04
13,16384,8,256,total,1.655680e-04
13,16384,8,512,total,1.619840e-04
13,16384,8,1024,total,1.649920e-04
13,16384,16,32,total,2.785280e-04
13,16384,16,64,total,2.785280e-04
13,16384,16,128,total,2.786240e-04
13,16384,16,256,total,2.785280e-04
13,16384,16,512,total,2.822400e-04
13,16384,16,1024,total,3.031040e-04
13,16384,32,32,total,5.120000e-04
13,16384,32,64,total,5.303040e-04
13,16384,32,128,total,5.118720e-04
13,16384,32,256,total,5.357760e-04
13,16384,32,512,total,5.120000e-04
13,16384,32,1024,total,5.140480e-04
13,16384,64,32,total,9.994240e-04
13,16384,64,64,total,1.005344e-03
13,16384,64,128,total,9.921601e-04
13,16384,64,256,total,9.896960e-04
13,16384,64,512,total,1.005568e-03
13,16384,64,1024,total,9.907840e-04
14,16384,1,32,total,6.553600e-05
14,16384,1,64,total,6.364800e-05
14,16384,1,128,total,6.547200e-05
14,16384,1,256,total,6.348800e-05
14,16384,1,512,total,6.348800e-05
14,16384,1,1024,total,6.297600e-05
14,16384,2,32,total,7.846400e-05
14,16384,2,64,total,7.961600e-05
14,16384,2,128,total,7.945600e-05
14,16384,2,256,total,7.910400e-05
14,16384,2,512,total,7.936000e-05
14,16384,2,1024,total,7.974400e-05
14,16384,4,32,total,1.086080e-04
14,16384,4,64,total,1.064960e-04
14,16384,4,128,total,1.081600e-04
14,16384,4,256,total,1.085440e-04
14,16384,4,512,total,1.070080e-04
14,16384,4,1024,total,1.083200e-04
14,16384,8,32,total,1.658880e-04
14,16384,8,64,total,1.888640e-04
14,16384,8,128,total,1.638400e-04
14,16384,8,256,total,1.638400e-04
14,16384,8,512,total,1.653760e-04
14,16384,8,1024,total,1.638400e-04
14,16384,16,32,total,2.805760e-04
14,16384,16,64,total,2.785280e-04
14,16384,16,128,total,2.791040e-04
14,16384,16,256,total,2.797760e-04
14,16384,16,512,total,2.803200e-04
14,16384,16,1024,total,3.072000e-04
14,16384,32,32,total,5.119360e-04
14,16384,32,64,total,5.408320e-04
14,16384,32,128,total,5.140480e-04
14,16384,32,256,total,5.404480e-04
14,16384,32,512,total,5.321600e-04
14,16384,32,1024,total,5.011520e-04
14,16384,64,32,total,9.646080e-04
14,16384,64,64,total,9.751680e-04
14,16384,64,128,total,9.941760e-04
14,16384,64,256,total,9.891840e-04
14,16384,64,512,total,9.874880e-04
14,16384,64,1024,total,1.026592e-03
15,16384,1,32,total,6.713600e-05
15,16384,1,64,total,6.505600e-05
15,16384,1,128,total,6.467200e-05
15,16384,1,256,total,6.480000e-05
15,16384,1,512,total,6.451200e-05
15,16384,1,1024,total,6.528000e-05
15,16384,2,32,total,7.843200e-05
15,16384,2,64,total,7.792000e-05
15,16384,2,128,total,7.833600e-05
15,16384,2,256,total,8.009600e-05
15,16384,2,512,total,7.945600e-05
15,16384,2,1024,total,8.137600e-05
15,16384,4,32,total,1.099840e-04
15,16384,4,64,total,1.081920e-04
15,16384,4,128,total,1.065920e-04
15,16384,4,256,total,1.065280e-04
15,16384,4,512,total,1.064960e-04
15,16384,4,1024,total,1.082560e-04
15,16384,8,32,total,1.662080e-04
15,16384,8,64,total,1.919040e-04
15,16384,8,128,total,1.647680e-04
15,16384,8,256,total,1.707520e-04
15,16384,8,512,total,1.637440e-04
15,16384,8,1024,total,1.641920e-04
15,16384,16,32,total,2.807680e-04
15,16384,16,64,total,2.824320e-04
15,16384,16,128,total,2.805760e-04
15,16384,16,256,total,2.791040e-04
15,16384,16,512,total,2.806400e-04
15,16384,16,1024,total,3.055360e-04
15,16384,32,32,total,5.126400e-04
15,16384,32,64,total,5.151680e-04
15,16384,32,128,total,5.391680e-04
15,16384,32,256,total,5.488640e-04
15,16384,32,512,total,5.140480e-04
15,16384,32,1024,total,5.151680e-04
15,16384,64,32,total,1.003872e-03
15,16384,64,64,total,9.924800e-04
15,16384,64,128,total,9.866240e-04
15,16384,64,256,total,9.850879e-04
15,16384,64,512,total,9.869761e-04
15,16384,64,1024,total,1.003264e-03
0,262144,1,32,total,1.300480e-03
0,262144,1,64,total,1.284800e-03
0,262144,1,128,total,1.304832e-03
0,262144,1,256,total,1.280576e-03
0,262144,1,512,total,1.279680e-03
0,262144,1,1024,total,1.298272e-03
0,262144,2,32,total,1.292640e-03
0,262144,2,64,total,1.327136e-03
0,262144,2,128,total,1.293568e-03
0,262144,2,256,total,1.293440e-03
0,262144,2,512,total,1.289920e-03
0,262144,2,1024,total,1.288288e-03
0,262144,4,32,total,1.343488e-03
0,262144,4,64,total,1.317408e-03
0,262144,4,128,total,1.357280e-03
0,262144,4,256,total,1.315680e-03
0,262144,4,512,total,1.332224e-03
0,262144,4,1024,total,1.317696e-03
0,262144,8,32,total,1.398752e-03
0,262144,8,64,total,1.400992e-03
0,262144,8,128,total,1.390592e-03
0,262144,8,256,total,1.381952e-03
0,262144,8,512,total,1.379712e-03
0,262144,8,1024,total,1.367968e-03
0,262144,16,32,total,1.467552e-03
0,262144,16,64,total,1.486560e-03
0,262144,16,128,total,1.466752e-03
0,262144,16,256,total,1.482752e-03
0,262144,16,512,total,1.460096e-03
0,262144,16,1024,total,1.505824e-03
0,262144,32,32,total,1.707584e-03
0,262144,32,64,total,1.697792e-03
0,262144,32,128,total,1.697600e-03
0,262144,32,256,total,1.722240e-03
0,262144,32,512,total,1.720192e-03
0,262144,32,1024,total,1.701216e-03
0,262144,64,32,total,2.183168e-03
0,262144,64,64,total,2.164064e-03
0,262144,64,128,total,2.167840e-03
0,262144,64,256,total,2.204672e-03
0,262144,64,512,total,2.193568e-03
0,262144,64,1024,total,2.169792e-03
1,262144,1,32,total,1.281248e-03
1,262144,1,64,total,1.261760e-03
1,262144,1,128,total,1.254880e-03
1,262144,1,256,total,1.276608e-03
1,262144,1,512,total,1.251648e-03
1,262144,1,1024,total,1.272704e-03
1,262144,2,32,total,1.284416e-03
1,262144,2,64,total,1.265664e-03
1,262144,2,128,total,1.264064e-03
1,262144,2,256,total,1.272800e-03
1,262144,2,512,total,1.264928e-03
1,262144,2,1024,total,1.293728e-03
1,262144,4,32,total,1.293728e-03
1,262144,4,64,total,1.303232e-03
1,262144,4,128,total,1.290592e-03
1,262144,4,256,total,1.297152e-03
1,262144,4,512,total,1.343648e-03
1,262144,4,1024,total,1.291936e-03
1,262144,8,32,total,1.358016e-03
1,262144,8,64,total,1.390624e-03
1,262144,8,128,total,1.369088e-03
1,262144,8,256,total,1.351904e-03
1,262144,8,512,total,1.347552e-03
1,262144,8,1024,total,1.354720e-03
1,262144,16,32,total,1.476608e-03
1,262144,16,64,total,1.464320e-03
1,262144,16,128,total,1.480704e-03
1,262144,16,256,total,1.463392e-03
1,262144,16,512,total,1.499136e-03
1,262144,16,1024,total,1.519776e-03
1,262144,32,32,total,1.742432e-03
1,262144,32,64,total,1.738336e-03
1,262144,32,128,total,1.768288e-03
1,262144,32,256,total,1.749632e-03
1,262144,32,512,total,1.742208e-03
1,262144,32,1024,total,1.739104e-03
1,262144,64,32,total,2.233344e-03
1,262144,64,64,total,2.240160e-03
1,262144,64,128,total,2.220032e-03
1,262144,64,256,total,2.213408e-03
1,262144,64,512,total,2.232320e-03
1,262144,64,1024,total,2.269408e-03
2,262144,1,32,total,1.288704e-03
2,262144,1,64,total,1.281056e-03
2,262144,1,128,total,1.290304e-03
2,262144,1,256,total,1.276672e-03
2,262144,1,512,total,1.279872e-03
2,262144,1,1024,total,1.289600e-03
2,262144,2,32,total,1.298432e-03
2,262144,2,64,total,1.286464e-03
2,262144,2,128,total,1.292672e-03
2,262144,2,256,total,1.317984e-03
2,262144,2,512,total,1.293664e-03
2,262144,2,1024,total,1.269184e-03
2,262144,4,32,total,1.311552e-03
2,262144,4,64,total,1.294336e-03
2,262144,4,128,total,1.315424e-03
2,262144,4,256,total,1.303200e-03
2,262144,4,512,total,1.291040e-03
2,262144,4,1024,total,1.296704e-03
2,262144,8,32,total,1.351680e-03
2,262144,8,64,total,1.404928e-03
2,262144,8,128,total,1.349632e-03
2,262144,8,256,total,1.359872e-03
2,262144,8,512,total,1.347584e-03
2,262144,8,1024,total,1.362496e-03
